AUTORIZACAO PARA  A ENTRADA NO PREDIO;Migração;true
ALTERACAO CONVENIO OBRA SOCIAL;Migração;true
ALTERAÇÃO LEI ;Migração;true
ALTERACAO PROJETO URBANISTICO;Migração;true
ALTERACAO NORMA;Migração;true
ALTERACAO ORCAMENTARIA;Migração;true
ALTERACAO PRECO;Migração;true
RETIFICAÇÃO DE ÁREA;Migração;true
ALTERACAO PROJETO;Migração;true
ALTERACAO PROJETO LEI;Migração;true
ALTERACAO PROJETO VIARIO;Migração;true
QDD - QUADRO DE DETALHAMENTO DA DESPESA;Migração;true
TRANSFERÊNCIA DE ARQUIVOS;Migração;true
ALTERACAO RECURSO FINANCEIRO;Migração;true
ALTERACAO REGIME;Migração;true
ALTERACAO REGIME TRABALHO;Migração;true
ALTERACAO REGIME JURIDICO;Migração;true
INFORMA CONCLUSÃO DE OBRA;Migração;true
ALTERACAO DE RELATORIO;Migração;true
ALTERACAO SALARIO;Migração;true
ALTERACAO SISTEMA SANITARIO;Migração;true
ALTERACAO USINA;Migração;true
ALTERACAO VERBAL;Migração;true
ALUGUEL IMOVEL COMERCIAL;Migração;true
AQUISICAO MATERIAL ELETRONICO;Migração;true
ANTECIPACAO SALARIO;Migração;true
ANULACAO INQUERITO;Migração;true
CONSELHO DISCIPLINAR;Migração;true
ANULACAO DE INQUERITO POLICIAL;Migração;true
ANULACAO OCORRENCIA;Migração;true
APLICACAO MULTA;Migração;true
AQUISICAO EQUIPAMENTO METRO;Migração;true
APLICACAO REGULAMENTO;Migração;true
DESAFETACAO DE ÁREA PÚBLICA;Migração;true
CONSELHO JUSTIFICACAO;Migração;true
APROVACAO QUADRO DEMONSTRATIVO;Migração;true
APROVACAO REGIME JURIDICO;Migração;true
APROVACAO REGULAMENTO;Migração;true
APROVACAO RELATORIO;Migração;true
AQUISIÇÃO IMOVEL MANGUEIRAL ;Migração;true
AQUISICAO INSTRUMENTO MEDICO;Migração;true
AQUISICAO INSTRUMENTO ODONTOLOGICO;Migração;true
AQUISICAO LINHA TELEFONICA;Migração;true
AQUISIÇÃO LOTE;Migração;true
AQUISICAO MADEIRA;Migração;true
AQUISICAO MAQUINA;Migração;true
AQUISICAO MEDICAMENTO;Migração;true
AQUISICAO MOBILIARIO;Migração;true
AQUISICAO PASSAGEM;Migração;true
FORNECIMENTO TICKET REFEICAO;Migração;true
AQUISICAO PECA VEICULO;Migração;true
AQUISICAO PERIODICO;Migração;true
AQUISICAO PRODUTO QUIMICO;Migração;true
AQUISICAO SELO;Migração;true
AQUISICAO VALE TRANSPORTE;Migração;true
AQUISICAO UTENSILIO DOMESTICO;Migração;true
AQUISICAO VEICULO;Migração;true
AQUISICAO VESTUARIO;Migração;true
MANDADO DE PENHORA;Migração;true
FORNECIMENTO ALIMENTACAO;Migração;true
MINUTA DE LEI;Migração;true
AUTORIZACAO VIAGEM;Migração;true
AUTORIZAÇÃO VISTORIA TECNICA;Migração;true
AVERBACAO TEMPO SERVICO;Migração;true
CANCELAMENTO LICITACAO CONVITE;Migração;true
CANCELAMENTO MULTA;Migração;true
CANCELAMENTO NOTA FISCAL;Migração;true
CANCELAMENTO ORDEM SERVICO;Migração;true
CANCELAMENTO PENSAO;Migração;true
CANCELAMENTO PRAZO;Migração;true
CANCELAMENTO PROPOSTA;Migração;true
REMOÇÃO FAMILIAS ;Migração;true
DUPLICIDADE DE ENDEREÇO;Migração;true
CANCELAMENTO REGISTRO;Migração;true
CANCELAMENTO REGULAMENTO;Migração;true
CANCELAMENTO SALDO;Migração;true
CANCELAMENTO SEGURO;Migração;true
CANCELAMENTO SINDICANCIA;Migração;true
CANCELAMENTO TOMADA CONTA;Migração;true
CANCELAMENTO VERBA;Migração;true
CONCESSÃO IMOVEL;Migração;true
CONCESSAO REFERENCIA;Migração;true
CONFECCAO IMPRESSO;Migração;true
CONSERVACAO OBRA PUBLICA;Migração;true
CONTRATACAO SERVIDOR MENOR;Migração;true
CONTRIBUICAO SINDICAL;Migração;true
construcao de terminal rodoviario;Migração;true
CONTRATO TERMO ACEITACAO;Migração;true
CONTRATO TERMO OCUPACAO;Migração;true
SANEAMENTO BASICO;Migração;true
CONTRATO TERMO TRANSFERENCIA;Migração;true
CONSULTA PRÉVIA;Migração;true
CONTROLE ATIVIDADE POLUIDORA;Migração;true
CONVENIO OBRA SOCIAL;Migração;true
CRIACAO NORMA;Migração;true
CRIACAO POSTO ATENDIMENTO;Migração;true
CRIACAO POSTO FISCAL;Migração;true
CRIACAO PROCESSAMENTO DADOS;Migração;true
CRIACAO QUADRO PESSOAL;Migração;true
CRIACAO REGIMENTO;Migração;true
CRIACAO TABELA;Migração;true
