2576585000118#NÃO CREDENCIADA
2814068000130#NÃO CREDENCIADA
2310744000138#NÃO CREDENCIADA
33524067000184#NÃO CREDENCIADA
2575066000135#NÃO CREDENCIADA
7431388000124#NÃO CREDENCIADA
2741937000143#NÃO CREDENCIADA
2329607000145#NÃO CREDENCIADA
7276761000110#NÃO CREDENCIADA
8543494000162#NÃO CREDENCIADA
8302492000181#NÃO CREDENCIADA
4112018000136#NÃO CREDENCIADA
1641097000184#CREDENCIADA
1717263000189#NÃO CREDENCIADA
3333825000116#NÃO CREDENCIADA
4114349000105#CREDENCIADA
7711754000107#CREDENCIADA
4114317000100#CREDENCIADA
6285220000195#CREDENCIADA
4114314000176#NÃO CREDENCIADA
7395187000119#CREDENCIADA
73383036000175#NÃO CREDENCIADA
5539331000118#CREDENCIADA
2173283000107#NÃO CREDENCIADA
2616651000136#CREDENCIADA
168424000160#NÃO CREDENCIADA
11445465000172#NÃO CREDENCIADA
2435856000115#NÃO CREDENCIADA
23977579000142#NÃO CREDENCIADA
3931046000112#NÃO CREDENCIADA
14731076000100#NÃO CREDENCIADA
7276690000155#CREDENCIADA
8069029000131#CREDENCIADA
3842971000177#CREDENCIADA
5151043000191#CREDENCIADA
2578961000103#CREDENCIADA
5441006000118#NÃO CREDENCIADA
4043530000178#NÃO CREDENCIADA
4113423000179#NÃO CREDENCIADA
2482224000102#NÃO CREDENCIADA
2970064000140#NÃO CREDENCIADA
19779233000162#NÃO CREDENCIADA
37100567000140#NÃO CREDENCIADA
3661701000160#NÃO CREDENCIADA
2661701000016#NÃO CREDENCIADA
8254571000164#NÃO CREDENCIADA
37055738000166#NÃO CREDENCIADA
8486785000166#NÃO CREDENCIADA
7462086000113#NÃO CREDENCIADA
4646213000146#NÃO CREDENCIADA
8156926000182#NÃO CREDENCIADA
1319838000105#CREDENCIADA
7395846000117#NÃO CREDENCIADA
1940481000188#NÃO CREDENCIADA
1716448000179#NÃO CREDENCIADA
11002531000130#NÃO CREDENCIADA
2133712000104#NÃO CREDENCIADA
718908000135#NÃO CREDENCIADA
9547293000104#NÃO CREDENCIADA
3056580000127#NÃO CREDENCIADA
1719095000160#NÃO CREDENCIADA
4102520000166#NÃO CREDENCIADA
14784563000122#NÃO CREDENCIADA
5115471000169#NÃO CREDENCIADA
7825879000150#NÃO CREDENCIADA
5656198000180#NÃO CREDENCIADA
4032703000152#CREDENCIADA
3400436000166#CREDENCIADA
7367387000168#NÃO CREDENCIADA
4109592000135#CREDENCIADA
3440960000160#NÃO CREDENCIADA
3139259000106#CREDENCIADA
6315117000140#NÃO CREDENCIADA
2559615000188#CREDENCIADA
2955328000197#CREDENCIADA
4091264000159#NÃO CREDENCIADA
1008430000112#CREDENCIADA
7431368000153#NÃO CREDENCIADA
4100257000176#NÃO CREDENCIADA
7331875000115#NÃO CREDENCIADA
8345155000171#NÃO CREDENCIADA
5645540000146#NÃO CREDENCIADA
4499774000160#NÃO CREDENCIADA
16642490000160#NÃO CREDENCIADA
2577542000157#CREDENCIADA
5432490000119#CREDENCIADA
1798129000150#NÃO CREDENCIADA
4868110000120#NÃO CREDENCIADA
2389599000122#CREDENCIADA
2450824000199#CREDENCIADA
2560597000154#NÃO CREDENCIADA
1802674000172#NÃO CREDENCIADA
6104606000153#NÃO CREDENCIADA
4896782000140#CREDENCIADA
1867303000179#NÃO CREDENCIADA
7845153000189#CREDENCIADA
7845155000178#CREDENCIADA
14141497000172#CREDENCIADA
2603768000185#NÃO CREDENCIADA
10721153000181#NÃO CREDENCIADA
4082781000161#NÃO CREDENCIADA
4169438000159#NÃO CREDENCIADA
2380595000183#CREDENCIADA
3315200000121#NÃO CREDENCIADA
2559680000103#CREDENCIADA
2575884000138#CREDENCIADA
2677938000176#CREDENCIADA
2447318000140#NÃO CREDENCIADA
7387952000159#NÃO CREDENCIADA
10204657000124#NÃO CREDENCIADA
2741869000112#NÃO CREDENCIADA
2077074000151#CREDENCIADA
3892958000122#NÃO CREDENCIADA
7061586000143#NÃO CREDENCIADA
7382122000139#NÃO CREDENCIADA
1659656000183#NÃO CREDENCIADA
3795917000118#NÃO CREDENCIADA
5982489000168#CREDENCIADA
6906448000155#NÃO CREDENCIADA
7639395000116#NÃO CREDENCIADA
1635580000156#NÃO CREDENCIADA
4908154000137#NÃO CREDENCIADA
11497345000119#NÃO CREDENCIADA
3923157000187#NÃO CREDENCIADA
2529657000176#CREDENCIADA
6787464000176#CREDENCIADA
7276742000193#NÃO CREDENCIADA
5893130000114#NÃO CREDENCIADA
3331454000133#NÃO CREDENCIADA
6335691000160#NÃO CREDENCIADA
7275762000140#NÃO CREDENCIADA
10569203000157#NÃO CREDENCIADA
17651961000169#NÃO CREDENCIADA
4079689000142#NÃO CREDENCIADA
1718915000108#NÃO CREDENCIADA
4103314000170#NÃO CREDENCIADA
11452485000170#NÃO CREDENCIADA
21539873000147#NÃO CREDENCIADA
2192041000152#NÃO CREDENCIADA
7284750000181#NÃO CREDENCIADA
7397127000135#NÃO CREDENCIADA
7800381000132#CREDENCIADA
7234661000120#NÃO CREDENCIADA
679332000144#CREDENCIADA
3803703000146#CREDENCIADA
7275715000104#CREDENCIADA
1716455000170#NÃO CREDENCIADA
8221704000104#CREDENCIADA
26503227000143#CREDENCIADA
11241830000127#CREDENCIADA
3966052000105#CREDENCIADA
37981024000189#NÃO CREDENCIADA
1857055000185#CREDENCIADA
8094572000199#CREDENCIADA
3876665000151#CREDENCIADA
8094562000153#CREDENCIADA
4922595000193#CREDENCIADA
3840364000178#NÃO CREDENCIADA
4113405000197#NÃO CREDENCIADA
394718000371#NÃO CREDENCIADA
9369396000113#NÃO CREDENCIADA
15873566000103#NÃO CREDENCIADA
7315933000117#NÃO CREDENCIADA
4610431000120#NÃO CREDENCIADA
12362388000150#CREDENCIADA
7298335000187#NÃO CREDENCIADA
3206519000119#CREDENCIADA
23911814000183#NÃO CREDENCIADA
7347273000156#NÃO CREDENCIADA
13691120000124#NÃO CREDENCIADA
5487778000190#NÃO CREDENCIADA
8529206000115#NÃO CREDENCIADA
10473470000126#NÃO CREDENCIADA
22476190000150#NÃO CREDENCIADA
6207580000179#CREDENCIADA
7443887000131#NÃO CREDENCIADA
4043932000172#NÃO CREDENCIADA
3967407000180#NÃO CREDENCIADA
5434230000182#NÃO CREDENCIADA
4116266000155#CREDENCIADA
4109147000175#CREDENCIADA
31724000100#CREDENCIADA
4249521000138#NÃO CREDENCIADA
22476222000118#NÃO CREDENCIADA
33523770000178#NÃO CREDENCIADA
2951587000140#NÃO CREDENCIADA
9333623000150#NÃO CREDENCIADA
9553705000100#NÃO CREDENCIADA
4090264000134#NÃO CREDENCIADA
441932000170#NÃO CREDENCIADA
2491661000192#NÃO CREDENCIADA
3412091000160#CREDENCIADA
8995500000112#CREDENCIADA
3269295000275#CREDENCIADA
12230401000117#NÃO CREDENCIADA
2202054000165#NÃO CREDENCIADA
2196049000197#CREDENCIADA
1642907000117#NÃO CREDENCIADA
6209509000125#CREDENCIADA
38005534000183#CREDENCIADA
7830744000182#NÃO CREDENCIADA
7887773000180#NÃO CREDENCIADA
10664038000112#NÃO CREDENCIADA
1632533000159#CREDENCIADA
7462072000108#NÃO CREDENCIADA
7979888000103#NÃO CREDENCIADA
3185305000103#NÃO CREDENCIADA
3856324000114#NÃO CREDENCIADA
15211445000198#NÃO CREDENCIADA
3064525000189#NÃO CREDENCIADA
13349746000157#NÃO CREDENCIADA
676296000599#NÃO CREDENCIADA
6940235000140#NÃO CREDENCIADA
4899517000115#NÃO CREDENCIADA
3690676000142#CREDENCIADA
3443418000161#NÃO CREDENCIADA
11294756000107#NÃO CREDENCIADA
7075679000127#CREDENCIADA
4116739000114#NÃO CREDENCIADA
307918000188#NÃO CREDENCIADA
4069162000137#NÃO CREDENCIADA
6227310000120#NÃO CREDENCIADA
2310081000151#NÃO CREDENCIADA
4102169000103#CREDENCIADA
20137905000115#NÃO CREDENCIADA
18079352000140#CREDENCIADA
4094279000170#CREDENCIADA
4950187000145#NÃO CREDENCIADA
7467933000132#CREDENCIADA
3532803000185#NÃO CREDENCIADA
3755707000104#CREDENCIADA
6178744000187#CREDENCIADA
7695678000185#NÃO CREDENCIADA
834851000130#CREDENCIADA
19491165000131#NÃO CREDENCIADA
2573517000103#CREDENCIADA
7182891000193#CREDENCIADA
9288908000117#NÃO CREDENCIADA
6215509000138#CREDENCIADA
7725837000147#NÃO CREDENCIADA
8529387000180#NÃO CREDENCIADA
21101418000165#NÃO CREDENCIADA
20968679000114#CREDENCIADA
20049917000198#CREDENCIADA
21346180000138#NÃO CREDENCIADA
3635287000114#NÃO CREDENCIADA
3195040000124#NÃO CREDENCIADA
10290018000129#NÃO CREDENCIADA
3027876000110#NÃO CREDENCIADA
4554154000186#NÃO CREDENCIADA
6304543000189#CREDENCIADA
417311000150#NÃO CREDENCIADA
1633742000117#NÃO CREDENCIADA
1633700000186#NÃO CREDENCIADA
4102531000146#NÃO CREDENCIADA
2473180000154#NÃO CREDENCIADA
1612795000666#NÃO CREDENCIADA
37147832000145#NÃO CREDENCIADA
11370486000176#CREDENCIADA
4083525000199#NÃO CREDENCIADA
7917260000175#NÃO CREDENCIADA
1612795000151#NÃO CREDENCIADA
1720663000143#NÃO CREDENCIADA
13595979000130#NÃO CREDENCIADA
4369629000164#NÃO CREDENCIADA
37113495000175#NÃO CREDENCIADA
9577262000198#NÃO CREDENCIADA
3888527000192#CREDENCIADA
4113553000101#CREDENCIADA
2949994000112#CREDENCIADA
22996731000171#NÃO CREDENCIADA
3963848000104#CREDENCIADA
5617224000160#NÃO CREDENCIADA
4119131000143#CREDENCIADA
10340277000117#NÃO CREDENCIADA
1717958000160#CREDENCIADA
20958258000102#NÃO CREDENCIADA
4113276000137#NÃO CREDENCIADA
3836589000150#NÃO CREDENCIADA
9335575000130#NÃO CREDENCIADA
1635168000136#NÃO CREDENCIADA
6932515000106#CREDENCIADA
18170794000105#NÃO CREDENCIADA
2323761000100#CREDENCIADA
2629379000129#NÃO CREDENCIADA
7033440000194#CREDENCIADA
5780347000118#CREDENCIADA
23036752000108#NÃO CREDENCIADA
2529645000141#CREDENCIADA
1600907000154#NÃO CREDENCIADA
5795982000179#CREDENCIADA
1946386000191#CREDENCIADA
6286350000142#CREDENCIADA
8214089000109#NÃO CREDENCIADA
5153857000165#NÃO CREDENCIADA
6965507000166#NÃO CREDENCIADA
4075600000170#CREDENCIADA
5814565000126#NÃO CREDENCIADA
4447540000179#NÃO CREDENCIADA
3891370000154#NÃO CREDENCIADA
4053565000198#CREDENCIADA
4028500000192#CREDENCIADA
37086741000147#NÃO CREDENCIADA
21565933000104#NÃO CREDENCIADA
22074829000171#NÃO CREDENCIADA
8846463000180#CREDENCIADA
6097385000133#CREDENCIADA
1601566000131#CREDENCIADA
2373016000175#NÃO CREDENCIADA
4113419000100#NÃO CREDENCIADA
7935627000183#CREDENCIADA
19686573000149#NÃO CREDENCIADA
4094792000161#NÃO CREDENCIADA
6149917000139#CREDENCIADA
3095058000154#NÃO CREDENCIADA
2611319000189#NÃO CREDENCIADA
1661669000197#NÃO CREDENCIADA
5093473000102#CREDENCIADA
530626000100#NÃO CREDENCIADA
11164848000172#NÃO CREDENCIADA
3850205000154#NÃO CREDENCIADA
2362784000123#NÃO CREDENCIADA
1719939000173#NÃO CREDENCIADA
2298290000127#NÃO CREDENCIADA
7032987000175#CREDENCIADA
1719772000140#NÃO CREDENCIADA
11362932000109#CREDENCIADA
7653750000101#NÃO CREDENCIADA
1720648000103#NÃO CREDENCIADA
8160695000180#NÃO CREDENCIADA
7142253000149#CREDENCIADA
5668486000154#NÃO CREDENCIADA
6250855000157#CREDENCIADA
4106186000119#NÃO CREDENCIADA
3894570000160#CREDENCIADA
9008204000143#CREDENCIADA
3364631000188#NÃO CREDENCIADA
5658393000149#NÃO CREDENCIADA
3112019000118#CREDENCIADA
14068383000144#NÃO CREDENCIADA
4066616000116#CREDENCIADA
4112305000146#NÃO CREDENCIADA
4116769000120#CREDENCIADA
4066542000118#CREDENCIADA
26503193000197#NÃO CREDENCIADA
4112289000191#NÃO CREDENCIADA
8161639000160#CREDENCIADA
4069158000179#CREDENCIADA
1720150000132#NÃO CREDENCIADA
18308092000137#NÃO CREDENCIADA
7417171000160#NÃO CREDENCIADA
5600711000110#NÃO CREDENCIADA
5780873000188#NÃO CREDENCIADA
3889389000166#NÃO CREDENCIADA
8313891000148#NÃO CREDENCIADA
8261613000194#NÃO CREDENCIADA
1888295000147#CREDENCIADA
6062729000179#CREDENCIADA
7206712000100#CREDENCIADA
2133716000192#NÃO CREDENCIADA
1718576000151#NÃO CREDENCIADA
10834776000160#NÃO CREDENCIADA
26973891000156#NÃO CREDENCIADA
6068403000159#NÃO CREDENCIADA
6032358000182#NÃO CREDENCIADA
3333505000166#NÃO CREDENCIADA
23025928000126#NÃO CREDENCIADA
4135272000150#NÃO CREDENCIADA
4110689000168#CREDENCIADA
1384592000155#NÃO CREDENCIADA
574376000100#NÃO CREDENCIADA
2697487000139#CREDENCIADA
3758915000159#NÃO CREDENCIADA
1997035000100#NÃO CREDENCIADA
3229380000129#CREDENCIADA
1618157000148#CREDENCIADA
4110733000130#CREDENCIADA
5422040000145#CREDENCIADA
5597081000172#CREDENCIADA
331801000130#NÃO CREDENCIADA
7181491000163#NÃO CREDENCIADA
23053324000193#NÃO CREDENCIADA
2762443000145#NÃO CREDENCIADA
13559047000131#NÃO CREDENCIADA
7310087000142#NÃO CREDENCIADA
32901522000150#NÃO CREDENCIADA
3756773000190#NÃO CREDENCIADA
3886994000183#NÃO CREDENCIADA
7862762000146#NÃO CREDENCIADA
5933020000139#NÃO CREDENCIADA
2499245000130#NÃO CREDENCIADA
8992948000182#NÃO CREDENCIADA
7917270000100#NÃO CREDENCIADA
3920252000127#NÃO CREDENCIADA
